id,EAP,HPL,MWS
id11126,0.658,0.057,0.285
id02903,0.918,0.027,0.055
id24549,0.020,0.945,0.035
id01618,0.145,0.428,0.427
id22005,0.055,0.004,0.940
id02603,0.006,0.928,0.066
id22118,0.634,0.348,0.017
id24985,0.939,0.040,0.021
id19044,0.969,0.029,0.002
id03296,0.399,0.534,0.067
id17299,0.897,0.068,0.035
id08251,0.593,0.270,0.137
id05491,0.935,0.007,0.058
id17009,0.881,0.102,0.017
id07381,0.012,0.697,0.291
id07643,0.878,0.096,0.026
id24227,0.843,0.010,0.148
id04099,0.803,0.054,0.144
id11393,0.005,0.981,0.013
id19396,0.280,0.718,0.002
id15362,0.928,0.063,0.009
id00195,0.958,0.004,0.038
id02296,0.003,0.001,0.996
id27754,0.981,0.012,0.006
id16471,0.010,0.924,0.067
id15237,0.318,0.378,0.304
id10099,0.000,1.000,0.000
id21647,0.932,0.023,0.046
id13571,0.056,0.939,0.005
id15137,0.015,0.980,0.005
id10965,0.032,0.273,0.695
id24918,0.002,0.983,0.015
id01700,0.407,0.001,0.592
id03901,0.174,0.801,0.025
id24411,0.101,0.895,0.004
id02597,0.193,0.781,0.026
id07981,0.125,0.084,0.790
id07429,0.328,0.070,0.601
id13354,0.316,0.416,0.268
id25693,0.885,0.087,0.028
id11305,0.250,0.066,0.684
id26634,1.000,0.000,0.000
id09180,0.642,0.211,0.147
id19991,0.905,0.002,0.093
id05497,0.023,0.015,0.962
id08058,0.119,0.626,0.254
id06612,0.179,0.175,0.646
id22846,0.058,0.856,0.086
id09588,0.879,0.096,0.025
id10337,0.076,0.001,0.923
id05744,0.927,0.058,0.015
id19624,0.410,0.570,0.020
id00939,0.042,0.932,0.026
id24424,0.359,0.115,0.526
id14406,0.028,0.007,0.964
id08961,0.190,0.015,0.795
id27004,0.358,0.025,0.617
id24072,0.253,0.539,0.208
id23738,0.099,0.830,0.071
id13676,0.002,0.001,0.997
id19636,0.004,0.000,0.996
id09466,0.929,0.049,0.022
id04434,0.071,0.504,0.425
id24016,0.268,0.729,0.003
id09168,0.763,0.074,0.163
id24262,0.893,0.019,0.088
id01441,0.574,0.014,0.412
id20170,0.385,0.167,0.448
id02342,0.564,0.004,0.432
id23334,0.091,0.878,0.031
id09262,0.999,0.001,0.000
id17822,0.475,0.462,0.063
id14466,0.050,0.933,0.017
id14319,0.778,0.101,0.121
id02387,0.760,0.089,0.151
id13617,0.923,0.073,0.004
id08025,0.970,0.013,0.016
id23364,0.024,0.609,0.367
id01438,0.975,0.003,0.023
id05288,0.070,0.925,0.005
id24441,0.849,0.063,0.087
id18048,0.121,0.017,0.862
id27822,0.233,0.710,0.057
id23906,0.751,0.122,0.126
id07059,0.042,0.373,0.585
id08357,0.464,0.317,0.219
id13619,0.020,0.012,0.968
id27086,0.128,0.858,0.013
id03789,0.886,0.038,0.076
id00177,0.092,0.004,0.904
id01552,0.973,0.013,0.014
id03027,0.295,0.543,0.163
id15841,0.024,0.971,0.005
id27214,0.002,0.601,0.397
id14095,0.903,0.004,0.093
id08434,0.000,0.999,0.001
id05532,0.346,0.017,0.637
id06247,0.033,0.630,0.338
id09916,0.600,0.284,0.116
id18651,0.963,0.009,0.028
id26324,0.018,0.139,0.843
id27363,0.096,0.020,0.884
id02302,0.040,0.010,0.950
id12845,0.155,0.818,0.027
id20294,0.051,0.259,0.690
id04233,0.240,0.014,0.746
id20000,0.004,0.994,0.002
id02527,0.214,0.000,0.785
id26763,0.026,0.974,0.000
id15763,0.024,0.958,0.018
id10374,0.983,0.009,0.008
id00901,0.174,0.808,0.018
id22161,0.702,0.083,0.215
id15200,0.911,0.072,0.017
id15430,0.010,0.009,0.981
id27468,0.521,0.026,0.453
id02378,0.096,0.017,0.886
id23250,0.995,0.002,0.003
id18374,0.030,0.002,0.968
id01146,0.064,0.931,0.005
id24617,0.598,0.246,0.156
id01754,0.083,0.894,0.022
id11383,0.208,0.187,0.604
id24713,0.394,0.053,0.553
id26161,0.197,0.743,0.060
id12466,0.467,0.048,0.485
id17409,0.756,0.008,0.236
id04066,0.198,0.661,0.140
id16890,0.141,0.789,0.070
id03358,0.774,0.103,0.123
id19133,0.900,0.059,0.041
id07358,0.107,0.630,0.263
id27773,0.043,0.949,0.008
id10699,0.015,0.966,0.019
id08693,0.998,0.001,0.000
id11944,0.082,0.890,0.028
id02240,0.659,0.308,0.033
id23124,0.654,0.148,0.198
id05465,0.122,0.291,0.587
id15540,0.004,0.995,0.001
id16715,0.001,0.002,0.997
id12563,0.038,0.013,0.949
id00583,0.044,0.072,0.884
id27730,0.201,0.046,0.753
id00896,0.009,0.077,0.914
id15031,0.498,0.357,0.144
id23271,0.047,0.917,0.036
id17004,0.143,0.053,0.803
id10247,0.027,0.090,0.883
id12055,0.568,0.202,0.230
id22719,0.845,0.022,0.133
id06891,0.001,0.999,0.000
id27281,0.901,0.005,0.093
id23104,0.967,0.020,0.013
id14491,0.357,0.553,0.090
id24292,0.409,0.126,0.465
id15777,0.068,0.055,0.878
id22522,0.079,0.005,0.916
id25136,0.000,1.000,0.000
id17735,0.619,0.283,0.098
id18869,0.203,0.139,0.659
id20815,0.225,0.734,0.041
id15238,0.500,0.081,0.419
id24454,0.035,0.003,0.962
id14402,0.137,0.040,0.822
id10985,0.911,0.051,0.038
id12747,0.949,0.005,0.046
id11581,0.260,0.058,0.682
id07594,0.994,0.003,0.003
id08240,0.583,0.356,0.061
id12773,0.100,0.796,0.104
id12838,0.378,0.080,0.542
id23322,0.255,0.717,0.028
id22344,0.745,0.187,0.068
id12881,0.548,0.245,0.207
id20147,0.022,0.015,0.963
id13261,0.385,0.592,0.024
id01842,0.007,0.001,0.992
id25884,0.969,0.002,0.029
id01643,0.442,0.325,0.233
id26737,0.399,0.591,0.010
id10558,0.419,0.425,0.156
id20458,0.058,0.135,0.807
id23965,0.060,0.882,0.057
id26758,0.641,0.053,0.306
id27519,0.982,0.001,0.017
id20676,0.707,0.140,0.154
id10536,0.825,0.152,0.023
id12652,0.670,0.018,0.312
id00041,0.026,0.008,0.966
id16051,0.235,0.078,0.686
id02396,0.197,0.070,0.732
id00294,0.004,0.002,0.993
id07695,0.787,0.018,0.195
id12440,0.436,0.541,0.022
id18373,0.259,0.682,0.059
id16812,0.007,0.991,0.001
id20901,0.131,0.840,0.029
id12076,0.048,0.023,0.929
id19184,0.831,0.095,0.074
id08937,0.240,0.746,0.014
id08181,0.591,0.298,0.111
id10111,0.929,0.027,0.045
id24104,0.013,0.979,0.008
id24837,0.412,0.314,0.273
id15659,0.293,0.065,0.642
id14673,0.798,0.070,0.132
id22539,0.329,0.044,0.626
id22413,0.623,0.261,0.116
id19433,0.158,0.547,0.295
id11633,0.002,0.003,0.995
id04727,0.012,0.060,0.928
id26735,0.025,0.966,0.009
id17167,0.354,0.626,0.020
id04188,0.059,0.938,0.004
id07861,0.974,0.025,0.000
id05163,0.478,0.087,0.435
id14142,0.161,0.632,0.207
id16011,0.834,0.002,0.164
id24117,0.308,0.690,0.003
id06439,0.266,0.070,0.664
id06481,0.197,0.201,0.601
id10069,0.624,0.036,0.340
id11204,0.044,0.003,0.954
id15541,0.002,0.000,0.998
id11872,0.052,0.873,0.075
id21639,0.198,0.764,0.037
id19801,0.023,0.011,0.965
id15798,0.498,0.425,0.077
id18282,0.032,0.014,0.954
id27107,0.536,0.008,0.456
id23052,1.000,0.000,0.000
id19129,0.115,0.700,0.185
id08088,0.157,0.786,0.057
id26398,0.930,0.036,0.034
id06010,0.597,0.110,0.293
id24813,0.995,0.001,0.004
id27399,0.317,0.073,0.610
id15776,0.934,0.057,0.010
id25955,0.021,0.036,0.943
id19866,0.026,0.974,0.001
id00804,0.012,0.001,0.987
id03140,0.987,0.001,0.012
id21261,0.346,0.089,0.565
id11754,0.973,0.026,0.001
id07880,0.540,0.015,0.446
id25080,0.235,0.423,0.342
id09317,0.894,0.062,0.044
id15488,0.618,0.258,0.124
id19606,0.934,0.050,0.016
id14247,0.051,0.026,0.923
id21692,0.594,0.028,0.378
id24843,0.648,0.166,0.186
id11433,0.868,0.053,0.079
id04705,0.033,0.954,0.013
id04583,0.029,0.966,0.005
id21401,0.213,0.009,0.777
id20649,0.465,0.400,0.135
id02631,0.013,0.987,0.001
id19128,0.020,0.905,0.076
id27401,0.045,0.955,0.001
id10015,0.848,0.092,0.060
id09875,0.844,0.131,0.025
id07941,0.960,0.016,0.024
id00882,0.374,0.009,0.617
id14143,0.877,0.028,0.095
id02713,0.022,0.010,0.968
id16462,0.044,0.248,0.708
id08522,0.978,0.006,0.016
id07181,0.003,0.865,0.131
id20918,0.115,0.003,0.882
id06178,0.030,0.016,0.953
id08857,0.866,0.094,0.040
id23193,0.895,0.045,0.061
id19651,0.995,0.001,0.004
id09135,0.057,0.001,0.943
id16416,0.104,0.739,0.156
id03990,0.854,0.028,0.118
id09922,0.250,0.030,0.720
id17688,0.544,0.087,0.369
id05846,0.494,0.210,0.296
id22599,0.100,0.900,0.000
id15087,0.552,0.393,0.055
id14711,0.056,0.030,0.913
id09969,0.025,0.971,0.004
id21377,0.015,0.000,0.985
id25247,0.066,0.829,0.105
id23590,0.427,0.560,0.013
id21390,0.111,0.023,0.867
id21176,0.310,0.515,0.175
id27310,0.969,0.009,0.022
id03802,0.206,0.046,0.748
id19012,0.996,0.000,0.003
id02414,0.093,0.036,0.871
id21814,0.361,0.106,0.533
id00247,0.908,0.007,0.085
id24584,0.994,0.000,0.006
id01109,0.342,0.049,0.609
id07953,0.707,0.037,0.256
id02030,0.563,0.162,0.275
id23912,0.344,0.034,0.623
id13856,0.847,0.044,0.110
id18661,0.052,0.947,0.001
id16595,0.109,0.003,0.888
id11387,0.004,0.018,0.978
id12489,0.033,0.114,0.853
id26079,0.924,0.018,0.059
id05553,0.679,0.297,0.024
id09596,0.633,0.362,0.006
id23663,0.101,0.891,0.008
id25726,0.538,0.003,0.459
id18105,0.135,0.130,0.735
id23249,0.032,0.940,0.028
id19756,0.038,0.001,0.962
id23981,0.002,0.987,0.011
id11521,0.160,0.103,0.737
id17449,0.006,0.000,0.994
id15479,0.975,0.004,0.021
id13555,0.048,0.013,0.939
id01520,0.415,0.119,0.466
id03093,0.873,0.032,0.094
id09992,0.643,0.168,0.189
id06668,0.971,0.020,0.009
id19568,0.547,0.056,0.398
id17963,0.878,0.050,0.072
id04142,0.528,0.153,0.319
id24508,0.008,0.007,0.985
id10791,0.674,0.111,0.215
id01228,0.067,0.009,0.925
id24879,0.535,0.073,0.392
id19795,0.343,0.640,0.018
id02488,0.105,0.005,0.890
id10204,0.153,0.501,0.346
id20878,0.861,0.087,0.052
id10163,0.039,0.016,0.945
id26439,0.331,0.083,0.586
id06268,0.893,0.104,0.004
id05530,0.010,0.009,0.981
id15914,0.020,0.749,0.231
id21656,0.403,0.410,0.187
id16473,0.467,0.324,0.210
id11262,0.082,0.038,0.880
id15332,0.099,0.004,0.897
id01765,0.206,0.012,0.782
id12527,0.923,0.006,0.071
id16877,0.128,0.172,0.699
id19105,0.792,0.142,0.066
id19533,0.944,0.004,0.051
id27557,0.269,0.421,0.311
id19487,0.129,0.102,0.770
id25958,0.065,0.022,0.912
id22331,0.860,0.004,0.136
id13674,0.929,0.044,0.027
id04688,0.997,0.001,0.002
id25663,0.116,0.010,0.873
id00344,0.076,0.883,0.041
id11323,0.469,0.457,0.074
id18670,0.682,0.274,0.044
id23811,0.973,0.012,0.015
id27702,0.993,0.007,0.001
id09979,0.989,0.006,0.005
id25040,0.018,0.974,0.009
id00083,0.957,0.018,0.025
id19751,0.841,0.103,0.056
id19385,0.109,0.132,0.760
id22498,0.768,0.196,0.036
id20381,0.742,0.032,0.226
id00428,0.016,0.064,0.920
id26942,0.041,0.812,0.147
id10242,0.465,0.041,0.494
id08136,0.151,0.008,0.841
id00055,0.000,0.000,1.000
id15243,0.164,0.084,0.752
id13954,0.895,0.004,0.101
id26797,0.992,0.000,0.008
id11384,0.087,0.857,0.056
id07965,0.581,0.109,0.310
id19311,0.570,0.041,0.390
id08841,0.589,0.327,0.084
id14884,0.757,0.035,0.208
id10859,0.870,0.092,0.038
id10460,0.814,0.171,0.015
id25236,0.100,0.372,0.529
id19325,0.015,0.981,0.004
id03265,0.447,0.375,0.178
id08636,0.014,0.982,0.004
id11848,0.014,0.975,0.010
id20945,0.541,0.077,0.383
id04971,0.816,0.035,0.148
id08496,0.915,0.066,0.019
id23091,0.035,0.057,0.907
id06654,0.012,0.955,0.033
id10002,0.656,0.309,0.035
id16426,0.736,0.096,0.169
id12285,0.004,0.990,0.006
id18466,0.981,0.012,0.007
id27110,0.975,0.013,0.012
id07502,0.900,0.058,0.042
id02890,0.164,0.520,0.316
id19800,0.364,0.488,0.148
id19162,0.601,0.303,0.096
id23696,0.887,0.058,0.055
id25580,0.940,0.036,0.024
id09671,0.480,0.517,0.003
id21501,0.053,0.937,0.010
id23983,0.006,0.100,0.894
id15163,0.142,0.565,0.293
id03351,0.068,0.929,0.003
id07575,0.030,0.964,0.006
id12149,0.793,0.030,0.178
id10262,0.023,0.958,0.019
id20055,0.019,0.962,0.019
id16660,0.998,0.000,0.002
id03200,0.058,0.892,0.050
id19508,0.319,0.058,0.623
id03793,0.003,0.994,0.003
id19882,0.436,0.424,0.141
id16261,0.732,0.259,0.009
id22519,0.076,0.014,0.911
id24023,0.008,0.986,0.006
id04432,0.752,0.055,0.193
id06228,0.971,0.000,0.029
id20655,0.456,0.007,0.537
id10603,0.228,0.768,0.004
id05162,0.985,0.006,0.009
id18462,0.092,0.061,0.847
id10034,0.156,0.773,0.071
id20090,0.023,0.023,0.954
id10966,0.085,0.014,0.902
id10696,0.001,0.998,0.001
id01326,0.643,0.099,0.258
id03613,0.078,0.706,0.216
id01794,0.630,0.153,0.217
id26181,0.073,0.001,0.926
id27587,0.707,0.284,0.009
id08364,0.841,0.088,0.071
id24179,0.995,0.002,0.003
id02284,0.763,0.187,0.050
id10671,0.757,0.010,0.234
id08252,0.337,0.199,0.464
id15951,0.177,0.436,0.386
id21864,0.017,0.002,0.982
id04453,0.058,0.930,0.012
id12771,0.110,0.212,0.678
id09751,0.222,0.570,0.208
id10572,0.487,0.443,0.070
id13036,0.003,0.032,0.965
id00112,0.170,0.466,0.365
id13299,0.043,0.111,0.846
id00858,0.023,0.002,0.975
id08297,0.080,0.911,0.010
id11005,0.202,0.016,0.783
id25101,0.002,0.995,0.003
id26150,0.819,0.102,0.078
id13836,0.844,0.131,0.025
id07352,0.100,0.842,0.058
id08883,0.757,0.002,0.241
id09328,0.293,0.418,0.288
id03934,0.145,0.330,0.524
id14064,0.100,0.869,0.031
id06643,0.750,0.122,0.129
id21558,0.980,0.010,0.010
id17053,0.254,0.081,0.665
id06434,0.269,0.080,0.651
id16616,0.019,0.001,0.980
id03306,0.294,0.088,0.619
id07375,0.055,0.879,0.066
id07934,0.018,0.031,0.951
id02202,0.795,0.006,0.198
id03667,0.649,0.010,0.341
id27531,0.913,0.045,0.042
id00608,0.002,0.982,0.016
id18141,0.236,0.016,0.748
id00008,0.996,0.003,0.001
id08845,0.113,0.085,0.802
id16610,0.984,0.014,0.001
id07464,0.258,0.007,0.735
id02189,0.965,0.022,0.012
id17456,0.170,0.240,0.590
id09421,0.074,0.013,0.913
id12813,0.707,0.152,0.141
id23428,0.214,0.002,0.784
id01358,0.968,0.007,0.025
id02737,0.005,0.974,0.021
id27430,0.046,0.025,0.929
id12857,0.019,0.973,0.008
id01905,0.020,0.049,0.931
id18314,0.979,0.005,0.016
id02216,0.994,0.001,0.006
id04034,0.062,0.919,0.019
id11461,0.223,0.772,0.005
id09397,0.018,0.003,0.979
id25870,0.393,0.357,0.250
id11653,0.440,0.046,0.515
id10046,0.957,0.015,0.028
id27294,0.930,0.067,0.004
id09975,0.498,0.038,0.463
id09133,0.030,0.018,0.952
id08410,0.640,0.014,0.346
id19062,0.129,0.866,0.006
id26530,0.024,0.188,0.788
id09772,0.803,0.029,0.168
id10360,0.986,0.005,0.009
id12530,0.039,0.959,0.002
id06013,0.204,0.009,0.787
id10525,0.964,0.004,0.032
id25934,0.214,0.398,0.388
id10624,0.709,0.289,0.002
id16000,0.003,0.001,0.996
id01995,0.714,0.006,0.281
id26809,0.013,0.001,0.986
id06631,0.031,0.949,0.019
id23869,0.022,0.150,0.829
id06357,0.303,0.498,0.199
id02926,0.188,0.004,0.809
id14130,0.933,0.061,0.006
id12672,0.125,0.771,0.103
id21593,0.999,0.000,0.001
id06089,0.013,0.987,0.000
id09878,0.069,0.139,0.793
id06940,0.012,0.971,0.016
id11312,0.255,0.479,0.266
id25039,0.372,0.019,0.610
id25401,0.357,0.330,0.312
id21772,0.103,0.147,0.749
id22915,0.084,0.530,0.386
id01096,0.632,0.293,0.074
id15071,0.049,0.939,0.012
id01062,0.097,0.011,0.892
id09059,0.169,0.682,0.149
id16954,0.600,0.044,0.356
id11730,0.468,0.199,0.333
id26294,0.030,0.044,0.926
id00940,0.341,0.388,0.271
id08422,0.760,0.138,0.102
id14612,0.007,0.050,0.943
id11545,0.827,0.080,0.093
id24921,0.002,0.000,0.998
id18942,0.609,0.026,0.365
id23652,0.223,0.531,0.246
id07261,0.743,0.017,0.240
id11791,0.869,0.011,0.120
id07207,0.041,0.349,0.610
id19774,0.995,0.002,0.003
id06049,0.870,0.069,0.061
id13983,0.363,0.343,0.294
id27463,0.420,0.003,0.577
id09046,0.165,0.255,0.579
id25994,0.098,0.892,0.009
id02689,0.105,0.831,0.064
id14829,0.258,0.714,0.028
id20759,0.004,0.000,0.996
id27848,0.823,0.002,0.175
id08225,0.021,0.030,0.949
id17637,0.221,0.026,0.753
id15355,0.923,0.018,0.058
id13448,0.214,0.126,0.661
id01981,0.014,0.859,0.128
id09107,0.014,0.006,0.980
id20630,0.975,0.020,0.005
id10726,0.715,0.272,0.013
id03636,0.072,0.016,0.912
id01736,0.663,0.148,0.189
id23828,0.534,0.427,0.038
id27861,0.617,0.031,0.352
id14983,0.968,0.017,0.015
id04726,0.111,0.161,0.728
id03313,0.068,0.010,0.923
id21981,0.052,0.905,0.043
id20082,0.774,0.211,0.014
id03502,0.920,0.044,0.036
id04804,0.953,0.005,0.042
id20635,0.024,0.008,0.969
id09564,0.637,0.302,0.061
id01354,0.685,0.268,0.047
id09441,0.604,0.050,0.346
id07175,0.893,0.033,0.074
id15544,0.113,0.052,0.835
id25935,0.645,0.201,0.154
id19230,0.090,0.815,0.094
id00718,0.017,0.008,0.975
id00274,0.979,0.013,0.008
id16546,0.893,0.075,0.031
id02136,0.003,0.991,0.006
id19618,0.069,0.722,0.208
id00503,0.078,0.013,0.909
id11300,0.191,0.760,0.049
id21526,0.050,0.934,0.016
id07300,0.089,0.842,0.069
id18782,0.045,0.874,0.081
id01883,0.097,0.824,0.079
id25235,0.857,0.086,0.057
id03747,0.150,0.058,0.791
id07155,0.685,0.015,0.301
id00565,0.813,0.053,0.135
id11232,0.867,0.105,0.028
id00722,0.140,0.824,0.037
id19963,0.328,0.047,0.625
id16866,0.376,0.064,0.560
id17280,0.022,0.962,0.016
id04309,0.442,0.465,0.092
id23317,0.164,0.786,0.050
id25757,0.344,0.593,0.063
id17088,0.003,0.000,0.997
id19779,0.152,0.005,0.843
id26845,0.345,0.567,0.088
id01923,0.652,0.032,0.316
id09394,0.008,0.721,0.270
id25978,0.417,0.129,0.454
id03898,0.413,0.490,0.097
id11967,0.783,0.037,0.180
id14964,0.899,0.009,0.091
id06337,0.179,0.033,0.787
id26501,0.070,0.056,0.874
id20513,0.994,0.005,0.001
id05044,0.963,0.015,0.022
id07951,0.353,0.300,0.347
id14796,0.164,0.317,0.519
id09780,0.028,0.002,0.969
id13597,0.916,0.056,0.027
id26413,0.990,0.004,0.006
id14007,0.124,0.863,0.012
id01799,0.391,0.038,0.571
id24712,0.253,0.315,0.433
id13156,0.103,0.253,0.644
id25468,0.100,0.014,0.886
id25877,0.512,0.047,0.442
id22485,0.081,0.897,0.023
id09229,0.118,0.002,0.880
id25687,0.368,0.081,0.551
id12266,0.450,0.289,0.261
id19723,0.972,0.011,0.016
id03536,0.995,0.005,0.000
id24370,0.002,0.994,0.004
id10745,0.081,0.915,0.004
id17620,0.765,0.043,0.192
id16290,0.029,0.948,0.023
id04325,0.311,0.043,0.645
id23332,0.032,0.035,0.933
id15082,0.027,0.973,0.000
id21581,0.002,0.003,0.996
id17460,0.920,0.038,0.042
id17003,0.694,0.183,0.123
id15193,0.002,0.901,0.097
id08389,0.069,0.021,0.910
id19831,0.183,0.002,0.814
id25627,0.032,0.007,0.960
id14051,0.553,0.004,0.444
id00942,0.995,0.001,0.004
id09184,0.008,0.991,0.001
id21762,0.740,0.162,0.098
id07390,0.685,0.266,0.049
id25785,0.242,0.620,0.138
id17567,0.073,0.841,0.085
id13118,0.000,0.999,0.001
id17508,0.062,0.015,0.924
id21192,0.838,0.037,0.124
id27884,0.422,0.135,0.443
id08686,0.048,0.889,0.064
id01360,0.787,0.166,0.046
id13689,0.688,0.118,0.194
id01772,0.110,0.146,0.744
id17507,0.020,0.965,0.015
id17644,0.780,0.176,0.043
id00494,0.969,0.025,0.006
id09881,0.218,0.768,0.014
id02306,0.789,0.108,0.103
id06761,0.996,0.003,0.001
id15045,0.141,0.174,0.685
id05992,0.142,0.028,0.830
id18245,0.162,0.262,0.576
id01047,0.830,0.031,0.138
id23601,0.027,0.025,0.948
id13140,0.445,0.546,0.009
id05280,0.004,0.981,0.015
id03728,0.280,0.006,0.713
id15626,0.812,0.001,0.187
id03086,0.059,0.031,0.910
id27898,0.076,0.477,0.447
id05891,0.993,0.002,0.005
id02214,0.021,0.094,0.885
id17274,0.827,0.158,0.015
id09359,0.817,0.002,0.180
id03320,0.776,0.056,0.168
id26061,0.511,0.113,0.376
id02869,0.990,0.009,0.002
id21891,0.024,0.971,0.005
id06182,0.122,0.719,0.158
id13429,0.128,0.860,0.011
id15943,0.007,0.001,0.992
id13008,0.379,0.577,0.044
id08587,0.754,0.034,0.212
id03346,0.725,0.241,0.034
id02052,0.240,0.070,0.691
id00916,0.172,0.682,0.146
id11093,0.361,0.168,0.471
id15190,0.998,0.000,0.002
id23076,0.560,0.303,0.137
id25738,0.012,0.987,0.000
id21546,0.018,0.009,0.973
id17764,0.985,0.006,0.010
id11990,0.709,0.273,0.017
id21050,0.498,0.118,0.384
id18324,0.051,0.382,0.567
id20690,0.768,0.059,0.173
id19799,0.078,0.026,0.896
id12658,0.975,0.019,0.007
id03781,0.614,0.024,0.362
id04870,0.050,0.839,0.111
id20596,0.038,0.959,0.003
id26849,0.949,0.004,0.047
id00600,0.276,0.662,0.063
id11902,0.948,0.025,0.027
id19219,1.000,0.000,0.000
id14788,0.052,0.938,0.010
id22482,0.061,0.753,0.187
id15378,0.036,0.955,0.009
id14696,0.159,0.769,0.072
id17359,0.241,0.047,0.712
id16190,0.585,0.195,0.219
id21285,0.326,0.205,0.469
id06812,0.816,0.166,0.018
id15579,0.001,0.027,0.972
id26672,0.993,0.002,0.006
id09842,0.017,0.776,0.208
id06045,0.982,0.011,0.008
id21233,0.995,0.004,0.001
id16227,0.921,0.045,0.034
id17437,0.099,0.028,0.873
id02309,0.727,0.211,0.062
id18232,0.005,0.002,0.993
id23419,0.013,0.003,0.984
id11924,0.805,0.035,0.160
id12263,0.902,0.062,0.037
id16734,0.819,0.086,0.095
id07989,0.953,0.006,0.041
id24633,0.048,0.220,0.733
id19770,0.985,0.008,0.007
id05094,0.565,0.272,0.163
id07252,0.926,0.059,0.015
id12536,0.671,0.047,0.282
id24324,0.892,0.017,0.091
id25546,0.513,0.280,0.207
id24732,0.925,0.000,0.075
id07280,0.093,0.521,0.386
id23268,0.935,0.020,0.045
id18050,0.006,0.004,0.990
id19360,0.985,0.006,0.009
id00456,0.088,0.854,0.058
id14069,0.048,0.948,0.004
id24965,0.008,0.989,0.003
id13245,0.588,0.216,0.195
id22515,0.002,0.991,0.007
id11332,0.792,0.006,0.202
id19876,0.008,0.005,0.987
id18315,0.903,0.022,0.076
id05260,0.059,0.688,0.253
id14594,0.097,0.675,0.228
id12867,0.867,0.094,0.039
id05902,0.023,0.912,0.066
id06390,0.175,0.030,0.794
id06005,0.199,0.234,0.567
id24075,0.372,0.560,0.068
id12630,0.215,0.709,0.076
id26378,0.000,0.000,1.000
id05535,0.084,0.279,0.637
id26702,0.031,0.011,0.958
id25209,0.562,0.181,0.257
id19835,0.060,0.054,0.886
id09511,0.158,0.802,0.041
id27364,0.979,0.020,0.000
id09695,0.548,0.354,0.098
id16165,0.690,0.186,0.125
id19503,0.004,0.138,0.858
id13511,0.113,0.304,0.582
id18752,0.054,0.013,0.934
id18278,0.820,0.059,0.121
id27219,0.807,0.034,0.158
id05454,0.066,0.889,0.045
id12347,0.544,0.032,0.425
id10397,0.659,0.006,0.335
id18543,0.894,0.011,0.095
id05210,0.948,0.017,0.035
id23141,0.015,0.980,0.005
id17139,0.561,0.294,0.145
id21399,0.853,0.008,0.139
id18728,0.905,0.031,0.064
id12170,0.043,0.953,0.004
id02225,0.275,0.688,0.036
id27210,0.004,0.996,0.000
id01242,0.184,0.521,0.296
id16587,0.202,0.203,0.595
id11144,0.473,0.116,0.411
id13709,0.986,0.002,0.012
id00841,0.050,0.943,0.006
id09692,0.004,0.002,0.993
id07635,0.958,0.037,0.006
id11375,0.910,0.044,0.047
id05703,0.725,0.235,0.041
id02757,0.992,0.004,0.004
id08216,0.136,0.830,0.034
id09311,0.194,0.340,0.466
id11169,0.699,0.045,0.256
id23806,0.969,0.010,0.021
id01253,0.481,0.059,0.460
id27558,0.112,0.849,0.039
id06695,0.982,0.007,0.011
id22654,0.001,0.997,0.002
id16201,0.854,0.007,0.139
id00873,0.485,0.456,0.059
id07131,0.422,0.338,0.240
id11454,0.080,0.856,0.064
id19481,0.974,0.005,0.021
id16409,0.385,0.025,0.590
id01686,0.667,0.014,0.319
id24068,0.850,0.135,0.015
id14825,0.362,0.516,0.122
id13611,0.804,0.129,0.067
id05586,0.996,0.002,0.002
id04497,0.987,0.001,0.013
id13912,0.573,0.280,0.147
id09675,0.241,0.122,0.637
id23620,0.014,0.885,0.100
id05596,0.024,0.147,0.829
id09067,0.005,0.004,0.991
id05445,0.012,0.987,0.001
id16825,0.049,0.016,0.935
id21127,0.975,0.008,0.017
id01740,0.011,0.045,0.945
id12719,0.970,0.017,0.013
id14137,0.222,0.034,0.744
id08909,0.005,0.005,0.990
id24041,0.358,0.457,0.184
id14489,0.833,0.071,0.096
id14961,0.218,0.009,0.773
id19923,0.760,0.183,0.056
id03339,0.000,1.000,0.000
id08864,0.015,0.010,0.976
id19803,0.769,0.022,0.210
id09810,0.826,0.011,0.163
id23324,0.998,0.000,0.002
id22050,0.026,0.913,0.061
id11386,0.407,0.574,0.019
id14739,0.979,0.008,0.014
id02882,0.938,0.033,0.029
id11988,0.265,0.391,0.344
id18839,0.033,0.959,0.008
id08474,0.014,0.978,0.008
id01060,0.920,0.076,0.004
id06551,0.920,0.065,0.016
id06210,0.137,0.005,0.858
id12349,0.089,0.000,0.911
id21813,0.206,0.022,0.773
id13028,0.215,0.753,0.032
id10021,0.097,0.048,0.856
id07425,0.037,0.002,0.961
id24409,0.004,0.995,0.001
id21183,0.986,0.010,0.004
id26178,0.370,0.617,0.013
id24033,0.019,0.172,0.809
id14793,0.050,0.004,0.946
id03053,0.940,0.018,0.042
id24285,0.643,0.152,0.205
id09137,0.998,0.000,0.001
id03185,0.726,0.024,0.249
id21242,0.035,0.849,0.117
id17446,0.042,0.024,0.934
id00087,0.076,0.921,0.003
id11019,0.987,0.005,0.008
id18832,0.047,0.952,0.001
id19224,0.102,0.021,0.877
id17436,0.048,0.011,0.941
id09895,0.091,0.016,0.894
id20296,0.041,0.007,0.952
